ags,municipality_name,source
08111000,Stuttgart-Landeshauptstadt,legacy-2025
08115001,Aidlingen,legacy-2025
08115002,Altdorf,legacy-2025
08115003,Böblingen-Stadt,legacy-2025
08115004,Bondorf,legacy-2025
08115010,Deckenpfronn,legacy-2025
08115013,Ehningen,legacy-2025
08115015,Gärtringen,legacy-2025
08115016,Gäufelden,legacy-2025
08115021,Herrenberg-Stadt,legacy-2025
08115022,Hildrizhausen,legacy-2025
08115024,Holzgerlingen-Stadt,legacy-2025
08115028,Leonberg-Stadt,legacy-2025
08115029,Magstadt,legacy-2025
08115034,Mötzingen,legacy-2025
08115037,Nufringen,legacy-2025
08115041,Renningen-Stadt,legacy-2025
08115042,Rutesheim-Stadt,legacy-2025
08115044,Schönaich,legacy-2025
08115045,Sindelfingen-Stadt,legacy-2025
08115046,Steinenbronn,legacy-2025
08115048,Waldenbuch-Stadt,legacy-2025
08115050,Weil der Stadt-Stadt,legacy-2025
08115051,Weil im Schönbuch,legacy-2025
08115052,Weissach,legacy-2025
08115053,Jettingen,legacy-2025
08115054,Grafenau,legacy-2025
08116004,Altbach,legacy-2025
08116005,Altdorf,legacy-2025
08116006,Altenriet,legacy-2025
08116007,Baltmannsweiler,legacy-2025
08116008,Bempflingen,legacy-2025
08116011,Beuren,legacy-2025
08116012,Bissingen an der Teck,legacy-2025
08116014,Deizisau,legacy-2025
08116015,Denkendorf,legacy-2025
08116016,Dettingen unter Teck,legacy-2025
08116018,Erkenbrechtsweiler,legacy-2025
08116019,Esslingen am Neckar-Stadt,legacy-2025
08116020,Frickenhausen,legacy-2025
08116022,Großbettlingen,legacy-2025
08116027,Hochdorf,legacy-2025
08116029,Holzmaden,legacy-2025
08116033,Kirchheim unter Teck-Stadt,legacy-2025
08116035,Köngen,legacy-2025
08116036,Kohlberg,legacy-2025
08116037,Lichtenwald,legacy-2025
08116041,Neckartailfingen,legacy-2025
08116042,Neckartenzlingen,legacy-2025
08116043,Neidlingen,legacy-2025
08116046,Neuffen-Stadt,legacy-2025
08116047,Neuhausen auf den Fildern,legacy-2025
08116048,Notzingen,legacy-2025
08116049,Nürtingen-Stadt,legacy-2025
08116050,Oberboihingen,legacy-2025
08116053,Ohmden,legacy-2025
08116054,Owen-Stadt,legacy-2025
08116056,Plochingen-Stadt,legacy-2025
08116058,Reichenbach an der Fils,legacy-2025
08116063,Schlaitdorf,legacy-2025
08116068,Unterensingen,legacy-2025
08116070,Weilheim an der Teck-Stadt,legacy-2025
08116071,Wendlingen am Neckar-Stadt,legacy-2025
08116072,Wernau (Neckar)-Stadt,legacy-2025
08116073,Wolfschlugen,legacy-2025
08116076,Aichwald,legacy-2025
08116077,Filderstadt-Stadt,legacy-2025
08116078,Leinfelden-Echterdingen-Stadt,legacy-2025
08116079,Lenningen,legacy-2025
08116080,Ostfildern-Stadt,legacy-2025
08116081,Aichtal-Stadt,legacy-2025
08117001,Adelberg,legacy-2025
08117002,Aichelberg,legacy-2025
08117003,Albershausen,legacy-2025
08117006,Bad Ditzenbach,legacy-2025
08117007,Bad Überkingen,legacy-2025
08117009,Birenbach,legacy-2025
08117010,Böhmenkirch,legacy-2025
08117011,Börtlingen,legacy-2025
08117012,Bad Boll,legacy-2025
08117014,Deggingen,legacy-2025
08117015,Donzdorf-Stadt,legacy-2025
08117016,Drackenstein,legacy-2025
08117017,Dürnau,legacy-2025
08117018,Ebersbach an der Fils-Stadt,legacy-2025
08117019,Eislingen/Fils-Stadt,legacy-2025
08117020,Eschenbach,legacy-2025
08117023,Gammelshausen,legacy-2025
08117024,Geislingen an der Steige-Stadt,legacy-2025
08117025,Gingen an der Fils,legacy-2025
08117026,Göppingen-Stadt,legacy-2025
08117028,Gruibingen,legacy-2025
08117029,Hattenhofen,legacy-2025
08117030,Heiningen,legacy-2025
08117031,Hohenstadt,legacy-2025
08117033,Kuchen,legacy-2025
08117035,Mühlhausen im Täle,legacy-2025
08117037,Ottenbach,legacy-2025
08117038,Rechberghausen,legacy-2025
08117042,Salach,legacy-2025
08117043,Schlat,legacy-2025
08117044,Schlierbach,legacy-2025
08117049,Süßen-Stadt,legacy-2025
08117051,Uhingen-Stadt,legacy-2025
08117053,Wäschenbeuren,legacy-2025
08117055,Wangen,legacy-2025
08117058,Wiesensteig-Stadt,legacy-2025
08117060,Zell unter Aichelberg,legacy-2025
08117061,Lauterstein-Stadt,legacy-2025
08118001,Affalterbach,legacy-2025
08118003,Asperg-Stadt,legacy-2025
08118006,Benningen am Neckar,legacy-2025
08118007,Besigheim-Stadt,legacy-2025
08118010,Bönnigheim-Stadt,legacy-2025
08118011,Ditzingen-Stadt,legacy-2025
08118012,Eberdingen,legacy-2025
08118014,Erdmannhausen,legacy-2025
08118015,Erligheim,legacy-2025
08118016,Freudental,legacy-2025
08118018,Gemmrigheim,legacy-2025
08118019,Gerlingen-Stadt,legacy-2025
08118021,Großbottwar-Stadt,legacy-2025
08118027,Hemmingen,legacy-2025
08118028,Hessigheim,legacy-2025
08118040,Kirchheim am Neckar,legacy-2025
08118046,Kornwestheim-Stadt,legacy-2025
08118047,Löchgau,legacy-2025
08118048,Ludwigsburg-Stadt,legacy-2025
08118049,Marbach am Neckar-Stadt,legacy-2025
08118050,Markgröningen-Stadt,legacy-2025
08118051,Möglingen,legacy-2025
08118053,Mundelsheim,legacy-2025
08118054,Murr,legacy-2025
08118059,Oberriexingen-Stadt,legacy-2025
08118060,Oberstenfeld,legacy-2025
08118063,Pleidelsheim,legacy-2025
08118067,Schwieberdingen,legacy-2025
08118068,Sersheim,legacy-2025
08118070,Steinheim an der Murr-Stadt,legacy-2025
08118071,Tamm-Stadt,legacy-2025
08118073,Vaihingen an der Enz-Stadt,legacy-2025
08118074,Walheim,legacy-2025
08118076,Sachsenheim-Stadt,legacy-2025
08118077,Ingersheim,legacy-2025
08118078,Freiberg am Neckar-Stadt,legacy-2025
08118079,Bietigheim-Bissingen-Stadt,legacy-2025
08118080,Korntal-Münchingen-Stadt,legacy-2025
08118081,Remseck am Neckar-Stadt,legacy-2025
08119001,Alfdorf,legacy-2025
08119003,Allmersbach im Tal,legacy-2025
08119004,Althütte,legacy-2025
08119006,Auenwald,legacy-2025
08119008,Backnang-Stadt,legacy-2025
08119018,Burgstetten,legacy-2025
08119020,Fellbach-Stadt,legacy-2025
08119024,Großerlach,legacy-2025
08119037,Kaisersbach,legacy-2025
08119038,Kirchberg an der Murr,legacy-2025
08119041,Korb,legacy-2025
08119042,Leutenbach,legacy-2025
08119044,Murrhardt-Stadt,legacy-2025
08119053,Oppenweiler,legacy-2025
08119055,Plüderhausen,legacy-2025
08119061,Rudersberg,legacy-2025
08119067,Schorndorf-Stadt,legacy-2025
08119068,Schwaikheim,legacy-2025
08119069,Spiegelberg,legacy-2025
08119075,Sulzbach an der Murr,legacy-2025
08119076,Urbach,legacy-2025
08119079,Waiblingen-Stadt,legacy-2025
08119083,Weissach im Tal,legacy-2025
08119084,Welzheim-Stadt,legacy-2025
08119085,Winnenden-Stadt,legacy-2025
08119086,Winterbach,legacy-2025
08119087,Aspach,legacy-2025
08119089,Berglen,legacy-2025
08119090,Remshalden,legacy-2025
08119091,Weinstadt-Stadt,legacy-2025
08119093,Kernen im Remstal,legacy-2025
08121000,Heilbronn-Stadt,legacy-2025
08125001,Abstatt,legacy-2025
08125005,Bad Friedrichshall-Stadt,legacy-2025
08125006,Bad Rappenau-Stadt,legacy-2025
08125007,Bad Wimpfen-Stadt,legacy-2025
08125008,Beilstein-Stadt,legacy-2025
08125013,Brackenheim-Stadt,legacy-2025
08125017,Cleebronn,legacy-2025
08125021,Eberstadt,legacy-2025
08125024,Ellhofen,legacy-2025
08125026,Eppingen-Stadt,legacy-2025
08125027,Erlenbach,legacy-2025
08125030,Flein,legacy-2025
08125034,Gemmingen,legacy-2025
08125038,Güglingen-Stadt,legacy-2025
08125039,Gundelsheim-Stadt,legacy-2025
08125046,Ilsfeld,legacy-2025
08125047,Ittlingen,legacy-2025
08125048,Jagsthausen,legacy-2025
08125049,Kirchardt,legacy-2025
08125056,Lauffen am Neckar-Stadt,legacy-2025
08125057,Lehrensteinsfeld,legacy-2025
08125058,Leingarten-Stadt,legacy-2025
08125059,Löwenstein-Stadt,legacy-2025
08125061,Massenbachhausen,legacy-2025
08125063,Möckmühl-Stadt,legacy-2025
08125065,Neckarsulm-Stadt,legacy-2025
08125066,Neckarwestheim,legacy-2025
08125068,Neudenau-Stadt,legacy-2025
08125069,Neuenstadt am Kocher-Stadt,legacy-2025
08125074,Nordheim,legacy-2025
08125078,Oedheim,legacy-2025
08125079,Offenau,legacy-2025
08125081,Pfaffenhofen,legacy-2025
08125084,Roigheim,legacy-2025
08125086,Schwaigern-Stadt,legacy-2025
08125087,Siegelsbach,legacy-2025
08125094,Talheim,legacy-2025
08125096,Untereisesheim,legacy-2025
08125098,Untergruppenbach,legacy-2025
08125102,Weinsberg-Stadt,legacy-2025
08125103,Widdern-Stadt,legacy-2025
08125107,Wüstenrot,legacy-2025
08125108,Zaberfeld,legacy-2025
08125110,Obersulm,legacy-2025
08125111,Hardthausen am Kocher,legacy-2025
08125113,Langenbrettach,legacy-2025
08126011,Bretzfeld,legacy-2025
08126020,Dörzbach,legacy-2025
08126028,Forchtenberg-Stadt,legacy-2025
08126039,Ingelfingen-Stadt,legacy-2025
08126045,Krautheim-Stadt,legacy-2025
08126046,Künzelsau-Stadt,legacy-2025
08126047,Kupferzell,legacy-2025
08126056,Mulfingen,legacy-2025
08126058,Neuenstein-Stadt,legacy-2025
08126060,Niedernhall-Stadt,legacy-2025
08126066,Öhringen-Stadt,legacy-2025
08126069,Pfedelbach,legacy-2025
08126072,Schöntal,legacy-2025
08126085,Waldenburg-Stadt,legacy-2025
08126086,Weißbach,legacy-2025
08126094,Zweiflingen,legacy-2025
08127008,Blaufelden,legacy-2025
08127009,Braunsbach,legacy-2025
08127012,Bühlertann,legacy-2025
08127013,Bühlerzell,legacy-2025
08127014,Crailsheim-Stadt,legacy-2025
08127023,Fichtenberg,legacy-2025
08127025,Gaildorf-Stadt,legacy-2025
08127032,Gerabronn-Stadt,legacy-2025
08127043,Ilshofen-Stadt,legacy-2025
08127046,Kirchberg an der Jagst-Stadt,legacy-2025
08127047,Langenburg-Stadt,legacy-2025
08127052,Mainhardt,legacy-2025
08127056,Michelbach an der Bilz,legacy-2025
08127059,Michelfeld,legacy-2025
08127062,Oberrot,legacy-2025
08127063,Obersontheim,legacy-2025
08127071,Rot am See,legacy-2025
08127073,Satteldorf,legacy-2025
08127075,Schrozberg-Stadt,legacy-2025
08127076,Schwäbisch Hall-Stadt,legacy-2025
08127079,Sulzbach-Laufen,legacy-2025
08127086,Untermünkheim,legacy-2025
08127089,Vellberg-Stadt,legacy-2025
08127091,Wallhausen,legacy-2025
08127099,Wolpertshausen,legacy-2025
08127100,Rosengarten,legacy-2025
08127101,Kreßberg,legacy-2025
08127102,Fichtenau,legacy-2025
08127103,Frankenhardt,legacy-2025
08127104,Stimpfach,legacy-2025
08128006,Assamstadt,legacy-2025
08128007,Bad Mergentheim-Stadt,legacy-2025
08128014,Boxberg-Stadt,legacy-2025
08128020,Creglingen-Stadt,legacy-2025
08128039,Freudenberg-Stadt,legacy-2025
08128045,Großrinderfeld,legacy-2025
08128047,Grünsfeld-Stadt,legacy-2025
08128058,Igersheim,legacy-2025
08128061,Königheim,legacy-2025
08128064,Külsheim-Stadt,legacy-2025
08128082,Niederstetten-Stadt,legacy-2025
08128115,Tauberbischofsheim-Stadt,legacy-2025
08128126,Weikersheim-Stadt,legacy-2025
08128128,Werbach,legacy-2025
08128131,Wertheim-Stadt,legacy-2025
08128137,Wittighausen,legacy-2025
08128138,Ahorn,legacy-2025
08128139,Lauda-Königshofen-Stadt,legacy-2025
08135010,Dischingen,legacy-2025
08135015,Gerstetten,legacy-2025
08135016,Giengen an der Brenz-Stadt,legacy-2025
08135019,Heidenheim an der Brenz-Stadt,legacy-2025
08135020,Herbrechtingen-Stadt,legacy-2025
08135021,Hermaringen,legacy-2025
08135025,Königsbronn,legacy-2025
08135026,Nattheim,legacy-2025
08135027,Niederstotzingen-Stadt,legacy-2025
08135031,Sontheim an der Brenz,legacy-2025
08135032,Steinheim am Albuch,legacy-2025
08136002,Abtsgmünd,legacy-2025
08136003,Adelmannsfelden,legacy-2025
08136007,Bartholomä,legacy-2025
08136009,Böbingen an der Rems,legacy-2025
08136010,Bopfingen-Stadt,legacy-2025
08136015,Durlangen,legacy-2025
08136018,Ellenberg,legacy-2025
08136019,Ellwangen (Jagst)-Stadt,legacy-2025
08136020,Eschach,legacy-2025
08136021,Essingen,legacy-2025
08136024,Göggingen,legacy-2025
08136027,Gschwend,legacy-2025
08136028,Heubach-Stadt,legacy-2025
08136029,Heuchlingen,legacy-2025
08136033,Hüttlingen,legacy-2025
08136034,Iggingen,legacy-2025
08136035,Jagstzell,legacy-2025
08136037,Kirchheim am Ries,legacy-2025
08136038,Lauchheim-Stadt,legacy-2025
08136040,Leinzell,legacy-2025
08136042,Lorch-Stadt,legacy-2025
08136043,Mögglingen,legacy-2025
08136044,Mutlangen,legacy-2025
08136045,Neresheim-Stadt,legacy-2025
08136046,Neuler,legacy-2025
08136049,Obergröningen,legacy-2025
08136050,Oberkochen-Stadt,legacy-2025
08136060,Rosenberg,legacy-2025
08136061,Ruppertshofen,legacy-2025
08136062,Schechingen,legacy-2025
08136065,Schwäbisch Gmünd-Stadt,legacy-2025
08136066,Spraitbach,legacy-2025
08136068,Stödtlen,legacy-2025
08136070,Täferrot,legacy-2025
08136071,Tannhausen,legacy-2025
08136075,Unterschneidheim,legacy-2025
08136079,Waldstetten,legacy-2025
08136082,Westhausen,legacy-2025
08136084,Wört,legacy-2025
08136087,Riesbürg,legacy-2025
08136088,Aalen-Stadt,legacy-2025
08136089,Rainau,legacy-2025
08211000,Baden-Baden-Stadt,legacy-2025
08212000,Karlsruhe-Stadt,legacy-2025
08215007,Bretten-Stadt,legacy-2025
08215009,Bruchsal-Stadt,legacy-2025
08215017,Ettlingen-Stadt,legacy-2025
08215021,Forst,legacy-2025
08215025,Gondelsheim,legacy-2025
08215029,Hambrücken,legacy-2025
08215039,Kronau,legacy-2025
08215040,Kürnbach,legacy-2025
08215046,Malsch,legacy-2025
08215047,Marxzell,legacy-2025
08215059,Oberderdingen-Stadt,legacy-2025
08215064,Östringen-Stadt,legacy-2025
08215066,Philippsburg-Stadt,legacy-2025
08215082,Sulzfeld,legacy-2025
08215084,Ubstadt-Weiher,legacy-2025
08215089,Walzbachtal,legacy-2025
08215090,Weingarten (Baden),legacy-2025
08215094,Zaisenhausen,legacy-2025
08215096,Karlsbad,legacy-2025
08215097,Kraichtal-Stadt,legacy-2025
08215099,Graben-Neudorf,legacy-2025
08215100,Bad Schönborn,legacy-2025
08215101,Pfinztal,legacy-2025
08215102,Eggenstein-Leopoldshafen,legacy-2025
08215103,Karlsdorf-Neuthard,legacy-2025
08215105,Linkenheim-Hochstetten,legacy-2025
08215106,Waghäusel-Stadt,legacy-2025
08215107,Oberhausen-Rheinhausen,legacy-2025
08215108,Rheinstetten-Stadt,legacy-2025
08215109,Stutensee-Stadt,legacy-2025
08215110,Waldbronn,legacy-2025
08215111,Dettenheim,legacy-2025
08216002,Gemeinde Au am Rhein,legacy-2025
08216005,Gemeinde Bietigheim,legacy-2025
08216006,Gemeinde Bischweier,legacy-2025
08216007,Stadt Bühl,legacy-2025
08216008,Gemeinde Bühlertal,legacy-2025
08216009,Gemeinde Durmersheim,legacy-2025
08216012,Gemeinde Elchesheim-Illingen,legacy-2025
08216013,Gemeinde Forbach,legacy-2025
08216015,Stadt Gaggenau,legacy-2025
08216017,Stadt Gernsbach,legacy-2025
08216022,Gemeinde Hügelsheim,legacy-2025
08216023,Gemeinde Iffezheim,legacy-2025
08216024,Stadt Kuppenheim,legacy-2025
08216028,Stadt Lichtenau,legacy-2025
08216029,Gemeinde Loffenau,legacy-2025
08216033,Gemeinde Muggensturm,legacy-2025
08216039,Gemeinde Ötigheim,legacy-2025
08216041,Gemeinde Ottersweier,legacy-2025
08216043,Stadt Rastatt,legacy-2025
08216049,Gemeinde Sinzheim,legacy-2025
08216052,Gemeinde Steinmauern,legacy-2025
08216059,Gemeinde Weisenbach,legacy-2025
08216063,Gemeinde Rheinmünster,legacy-2025
08221000,Heidelberg-Stadt,legacy-2025
08222000,Mannheim-Universitätsstadt,legacy-2025
08225001,Adelsheim-Stadt,legacy-2025
08225002,Aglasterhausen,legacy-2025
08225009,Billigheim,legacy-2025
08225010,Binau,legacy-2025
08225014,Buchen (Odenwald)-Stadt,legacy-2025
08225024,Fahrenbach,legacy-2025
08225032,Hardheim,legacy-2025
08225033,Haßmersheim,legacy-2025
08225039,Höpfingen,legacy-2025
08225042,Hüffenhardt,legacy-2025
08225052,Limbach,legacy-2025
08225058,Mosbach-Stadt,legacy-2025
08225060,Mudau,legacy-2025
08225064,Neckargerach,legacy-2025
08225067,Neckarzimmern,legacy-2025
08225068,Neunkirchen,legacy-2025
08225074,Obrigheim,legacy-2025
08225075,Osterburken-Stadt,legacy-2025
08225082,Rosenberg,legacy-2025
08225091,Seckach,legacy-2025
08225109,Walldürn-Stadt,legacy-2025
08225113,Zwingenberg,legacy-2025
08225114,Ravenstein-Stadt,legacy-2025
08225115,Schefflenz,legacy-2025
08225116,Schwarzach,legacy-2025
08225117,Elztal,legacy-2025
08225118,Waldbrunn,legacy-2025
08226003,Altlußheim,legacy-2025
08226006,Bammental,legacy-2025
08226009,Brühl,legacy-2025
08226010,Dielheim,legacy-2025
08226012,Dossenheim,legacy-2025
08226013,Eberbach-Stadt,legacy-2025
08226017,Epfenbach,legacy-2025
08226018,Eppelheim-Stadt,legacy-2025
08226020,Eschelbronn,legacy-2025
08226022,Gaiberg,legacy-2025
08226027,Heddesbach,legacy-2025
08226028,Heddesheim,legacy-2025
08226029,Heiligkreuzsteinach,legacy-2025
08226031,Hemsbach-Stadt,legacy-2025
08226032,Hockenheim-Stadt,legacy-2025
08226036,Ilvesheim,legacy-2025
08226037,Ketsch,legacy-2025
08226038,Ladenburg-Stadt,legacy-2025
08226040,Laudenbach,legacy-2025
08226041,Leimen-Stadt,legacy-2025
08226046,Malsch,legacy-2025
08226048,Mauer,legacy-2025
08226049,Meckesheim,legacy-2025
08226054,Mühlhausen,legacy-2025
08226055,Neckarbischofsheim-Stadt,legacy-2025
08226056,Neckargemünd-Stadt,legacy-2025
08226058,Neidenstein,legacy-2025
08226059,Neulußheim,legacy-2025
08226060,Nußloch,legacy-2025
08226062,Oftersheim,legacy-2025
08226063,Plankstadt,legacy-2025
08226065,Rauenberg-Stadt,legacy-2025
08226066,Reichartshausen,legacy-2025
08226068,Reilingen,legacy-2025
08226076,Sandhausen,legacy-2025
08226080,Schönau-Stadt,legacy-2025
08226081,Schönbrunn,legacy-2025
08226082,Schriesheim-Stadt,legacy-2025
08226084,Schwetzingen-Stadt,legacy-2025
08226085,Sinsheim-Stadt,legacy-2025
08226086,Spechbach,legacy-2025
08226091,Waibstadt-Stadt,legacy-2025
08226095,Walldorf-Stadt,legacy-2025
08226096,Weinheim-Stadt,legacy-2025
08226097,Wiesenbach,legacy-2025
08226098,Wiesloch-Stadt,legacy-2025
08226099,Wilhelmsfeld,legacy-2025
08226101,Zuzenhausen,legacy-2025
08226102,Angelbachtal,legacy-2025
08226103,St. Leon-Rot,legacy-2025
08226104,Lobbach,legacy-2025
08226105,Edingen-Neckarhausen,legacy-2025
08226106,Helmstadt-Bargen,legacy-2025
08226107,Hirschberg an der Bergstraße,legacy-2025
08231000,Pforzheim-Stadt,legacy-2025
08235006,Altensteig-Stadt,legacy-2025
08235007,Althengstett,legacy-2025
08235008,Bad Liebenzell-Stadt,legacy-2025
08235018,Dobel,legacy-2025
08235020,Ebhausen,legacy-2025
08235022,Egenhausen,legacy-2025
08235025,Enzklösterle,legacy-2025
08235029,Gechingen,legacy-2025
08235032,Haiterbach-Stadt,legacy-2025
08235033,Bad Herrenalb-Stadt,legacy-2025
08235035,Höfen an der Enz,legacy-2025
08235046,Nagold-Stadt,legacy-2025
08235047,Neubulach-Stadt,legacy-2025
08235050,Neuweiler,legacy-2025
08235055,Oberreichenbach,legacy-2025
08235057,Ostelsheim,legacy-2025
08235060,Rohrdorf,legacy-2025
08235065,Schömberg,legacy-2025
08235066,Simmersfeld,legacy-2025
08235067,Simmozheim,legacy-2025
08235073,Unterreichenbach,legacy-2025
08235079,Bad Wildbad-Stadt,legacy-2025
08235080,Wildberg-Stadt,legacy-2025
08235084,Bad Teinach-Zavelstein-Stadt,legacy-2025
08235085,Calw-Stadt,legacy-2025
08236004,Birkenfeld,legacy-2025
08236011,Eisingen,legacy-2025
08236013,Engelsbrand,legacy-2025
08236019,Friolzheim,legacy-2025
08236025,Heimsheim-Stadt,legacy-2025
08236028,Illingen,legacy-2025
08236030,Ispringen,legacy-2025
08236031,Kieselbronn,legacy-2025
08236033,Knittlingen-Stadt,legacy-2025
08236038,Maulbronn-Stadt,legacy-2025
08236039,Mönsheim,legacy-2025
08236040,Mühlacker-Stadt,legacy-2025
08236043,Neuenbürg-Stadt,legacy-2025
08236044,Neuhausen,legacy-2025
08236046,Niefern-Öschelbronn,legacy-2025
08236050,Ötisheim,legacy-2025
08236061,Sternenfels,legacy-2025
08236062,Tiefenbronn,legacy-2025
08236065,Wiernsheim,legacy-2025
08236067,Wimsheim,legacy-2025
08236068,Wurmberg,legacy-2025
08236070,Keltern,legacy-2025
08236071,Remchingen,legacy-2025
08236072,Straubenhardt,legacy-2025
08236073,Neulingen,legacy-2025
08236074,Kämpfelbach,legacy-2025
08236075,Ölbronn-Dürrn,legacy-2025
08236076,Königsbach-Stein,legacy-2025
08237002,Alpirsbach-Stadt,legacy-2025
08237004,Baiersbronn,legacy-2025
08237019,Dornstetten-Stadt,legacy-2025
08237024,Empfingen,legacy-2025
08237027,Eutingen im Gäu,legacy-2025
08237028,Freudenstadt-Stadt,legacy-2025
08237030,Glatten,legacy-2025
08237032,Grömbach,legacy-2025
08237040,Horb am Neckar-Stadt,legacy-2025
08237045,Loßburg,legacy-2025
08237054,Pfalzgrafenweiler,legacy-2025
08237061,Schopfloch,legacy-2025
